-80.7980651855,7.2061109543
-80.7980651855,7.2061109543
-80.8511199951,7.2102775574
-80.8825073242,7.2202768326
-80.9290390015,7.2549996376
-80.9109802246,7.3181939125
-80.8883438110,7.3343048096
-80.9125061035,7.4441661835
-80.9486236572,7.5577774048
-80.9825057983,7.6129856110
-81.0108413696,7.6374993324
-81.0372314453,7.6766662598
-81.0547332764,7.7472219467
-81.0575103760,7.8288879395
-81.0580596924,7.8733329773
-81.1283416748,7.8397216797
-81.1528167725,7.8505706787
-81.1773834229,7.8486051559
-81.1808242798,7.8201017380
-81.1716766357,7.8008327484
-81.1922302246,7.6913881302
-81.1921615601,7.6384019852
-81.2179260254,7.6082634926
-81.2711181641,7.6297216415
-81.3122253418,7.6494436264
-81.3595886230,7.6659717560
-81.4302825928,7.6830549240
-81.4969482422,7.6986103058
-81.5722351074,7.7572221756
-81.5888977051,7.7962498665
-81.6000061035,7.8705549240
-81.6086120605,7.9402770996
-81.6166763306,7.9727773666
-81.6217803955,7.9775238037
-81.6319580078,7.9699993134
-81.6511230469,7.9802770615
-81.6822357178,8.0186100006
-81.7066802979,8.0652770996
-81.6767425537,8.0650682449
-81.7011184692,8.1205539703
-81.7386169434,8.1624984741
-81.9525146484,8.1886100769
-82.0952911377,8.2147216797
-82.1422271729,8.1811103821
-82.1932067871,8.1949987411
-82.2159118652,8.2187490463
-82.2180633545,8.2724990845
-82.2469482422,8.2927761078
-82.2872314453,8.3133316040
-82.3450012207,8.3049983978
-82.3786163330,8.2905540466
-82.4044494629,8.2849988937
-82.4694519043,8.2747211456
-82.5031356812,8.2716646194
-82.5272369385,8.2808322906
-82.5561218262,8.2899990082
-82.6119537354,8.3069438934
-82.6665344238,8.3191661835
-82.7216796875,8.3172206879
-82.7794494629,8.3027763367
-82.8075103760,8.2930545807
-82.8428497314,8.2737483978
-82.8712615967,8.2247219086
-82.8751449585,8.1858320236
-82.8623657227,8.0987482071
-82.8500061035,8.0613880157
-82.8686141968,8.0211801529
-82.8988494873,8.0256690979
-82.8973007202,8.0958318710
-82.9398651123,8.1833314896
-82.9709777832,8.2294435501
-82.9944458008,8.2500000000
-83.0413970947,8.2858314514
-83.0844573975,8.3065271378
-83.1213989258,8.3336105347
-83.1433410645,8.3580541611
-83.1375808716,8.3879842758
-83.1179199219,8.4045124054
-83.0952529907,8.4475336075
-83.1802825928,8.5997219086
-83.2322235107,8.6241664886
-83.3259048462,8.6711101532
-83.3254928589,8.7031936646
-83.3440322876,8.7280550003
-83.3739013672,8.7322216034
-83.4047241211,8.7291660309
-83.4804229736,8.7045469284
-83.4263916016,8.6127777100
-83.4000091553,8.5869426727
-83.3788909912,8.5772209167
-83.3504180908,8.5704154968
-83.3247299194,8.5595817566
-83.2933349609,8.5305538177
-83.2725067139,8.4627761841
-83.2722320557,8.4197216034
-83.2794570923,8.3776378632
-83.2911224365,8.3702774048
-83.3101501465,8.3720817566
-83.3680572510,8.3972206116
-83.3958435059,8.4151382446
-83.4486236572,8.4338874817
-83.4832077026,8.4424991608
-83.5111236572,8.4430541992
-83.5955657959,8.4683322906
-83.7334747314,8.5873603821
-83.7358398438,8.6124992371
-83.7290344238,8.6349992752
-83.7062530518,8.6767349243
-83.6741790771,8.6886100769
-83.5905685425,8.8411102295
-83.5875091553,8.8749980927
-83.6025085449,8.9677772522
-83.6264648438,9.0364570618
-83.7050018311,9.1183319092
-83.7258453369,9.1388874054
-83.7705688477,9.1816654205
-83.9500732422,9.3118047714
-84.0088958740,9.3377761841
-84.0736236572,9.3597221375
-84.1230621338,9.3702774048
-84.1477813721,9.3768043518
-84.1647338867,9.4011096954
-84.2294464111,9.4686107635
-84.3813934326,9.5041656494
-84.4895248413,9.5240268707
-84.5325775146,9.5197906494
-84.6186141968,9.5794439316
-84.6586151123,9.6330547333
-84.6714019775,9.6619434357
-84.6734771729,9.6926374435
-84.6537628174,9.7251386642
-84.6370925903,9.7383327484
-84.6309127808,9.7658319473
-84.7075042725,9.9183330536
-84.7475738525,9.9671516418
-84.8055572510,9.9677772522
-84.8498229980,9.9675855637
-84.8816680908,10.0033321381
-84.9175109863,10.0283317566
-85.0405578613,10.1302776337
-85.0700225830,10.1553401947
-85.2362518311,10.2073602676
-85.2433471680,10.1802768707
-85.2385482788,10.1072902679
-85.2229919434,10.0849990845
-85.1976394653,10.0783329010
-85.1577911377,10.0452766418
-85.1672821045,10.0201110840
-85.1371612549,9.9940261841
-85.0063934326,9.9372215271
-84.9322357178,9.8922214508
-84.8972320557,9.8074989319
-84.9511260986,9.7305545807
-85.1422271729,9.5894432068
-85.2267913818,9.7273483276
-85.2784805298,9.7859706879
-85.3450012207,9.8327770233
-85.3850097656,9.8462486267
-85.4397277832,9.8583316803
-85.5318832397,9.8722906113
-85.5519561768,9.8699989319
-85.5725097656,9.8738880157
-85.6191711426,9.8888874054
-85.6566772461,9.9049987793
-85.7141723633,9.9947204590
-85.7527923584,10.0488872528
-85.7648696899,10.0572204590
-85.7952880859,10.0999984741
-85.8333435059,10.1947212219
-85.8515319824,10.2472209930
-85.8575134277,10.3694429398
-85.8013916016,10.4108314514
-85.6547241211,10.5902767181
-85.6325073242,10.6216659546
-85.6800079346,10.7993049622
-85.7080688477,10.8088865280
-85.7377853394,10.8155536652
-85.8175048828,10.8463878632
-85.9113922119,10.8911094666
-85.8841705322,10.9138870239
-85.8488922119,10.9416656494
-85.8208465576,10.9438877106
-85.7260818481,10.9276027679
-85.7050018311,10.9330539703
-85.6898727417,10.9630546570
-85.6695861816,11.0549983978
-85.6880645752,11.0743045807
-85.6923828125,11.0760612488
-85.7346572876,11.0879850388
-85.7855606079,11.1136789322
-85.8002090454,11.1535406113
-85.8225097656,11.1901378632
-85.9209747314,11.2998600006
-86.0483398438,11.4019432068
-86.1411132813,11.4658317566
-86.1755676270,11.5188884735
-86.2652893066,11.5808315277
-86.3826446533,11.6705541611
-86.4000091553,11.6863880157
-86.4969482422,11.7594432831
-86.5046386719,11.7643070221
-86.5191802979,11.7999992371
-86.5502929688,11.8452758789
-86.6378555298,11.9679851532
-86.6608428955,11.9908332825
-86.6714019775,12.0000000000
-86.6763916016,12.0066661835
-86.7063903809,12.0530548096
-86.7241668701,12.0866661072
-86.7511138916,12.1463871002
-86.7665405273,12.1830539703
-86.7798690796,12.2061796188
-86.9211120605,12.2924995422
-86.9669494629,12.3194427490
-87.0208435059,12.3530540466
-87.0827789307,12.3986110687
-87.1397247314,12.4438877106
-87.1220855713,12.4573726654
-87.1419525146,12.4641666412
-87.1969451904,12.5005550385
-87.3568115234,12.6315269470
-87.4413909912,12.7327766418
-87.5972290039,12.8408317566
-87.6400146484,12.8702774048
-87.6898269653,12.9177074432
-87.6607742310,12.9840259552
-87.5858383179,13.0505552292
-87.5575027466,13.0512485504
-87.5311126709,13.0377769470
-87.5102844238,13.0215263367
-87.4677124023,12.9709014893
-87.4625091553,12.9426374435
-87.4180603027,12.9158334732
-87.3920898438,12.9084711075
-87.3719482422,12.9061107635
-87.2977828979,12.9221172333
-87.3269500732,12.9269428253
-87.3102874756,12.9763870239
-87.3013916016,12.9865989685
-87.3155670166,13.0294437408
-87.3414001465,13.0897216797
-87.3605651855,13.1091651917
-87.4425048828,13.1949996948
-87.5118103027,13.2772903442
-87.5005645752,13.2980537415
-87.4443130493,13.3499288559
-87.3800048828,13.3737506866
-87.3805618286,13.3902072906
-87.3983383179,13.4123592377
-87.4493103027,13.4145812988
-87.4744491577,13.3876380920
-87.4713973999,13.3611097336
-87.5314025879,13.3463878632
-87.5568313599,13.3641633987
-87.6066589355,13.3794269562
-87.6140289307,13.4057445526
-87.6147308350,13.4403066635
-87.6376266479,13.4590787888
-87.6512222290,13.4208326340
-87.6599960327,13.3853921890
-87.6810531616,13.3625841141
-87.7105560303,13.3536109924
-87.7380599976,13.3554153442
-87.7641754150,13.3691654205
-87.8155822754,13.4053859711
-87.8369522095,13.4363183975
-87.8701477051,13.3827075958
-87.8655700684,13.3602771759
-87.8461227417,13.3411102295
-87.8238983154,13.3320817947
-87.7857666016,13.2949295044
-87.7979888916,13.2620811462
-87.8313903809,13.2361106873
-87.9377899170,13.1563873291
-87.9850006104,13.1633319855
-88.0413970947,13.1655540466
-88.0918731689,13.1667308807
-88.1087646484,13.1668033600
-88.1261138916,13.1638870239
-88.1963958740,13.1594429016
-88.2200012207,13.1580543518
-88.4110870361,13.1876096725
-88.4753341675,13.2385263443
-88.5504302979,13.2739572525
-88.6120910645,13.2840270996
-88.7081680298,13.2609357834
-88.6418838501,13.2493734360
-88.6216735840,13.2597217560
-88.5852813721,13.2633323669
-88.5058746338,13.1956796646
-88.5350646973,13.1991100311
-88.6152801514,13.2111110687
-88.6655578613,13.2211093903
-88.7066802979,13.2286109924
-88.7588958740,13.2355537415
-88.8137969971,13.2515535355
-88.8322601318,13.2583637238
-88.8616790771,13.2824993134
-88.8816680908,13.2938880920
-88.9839019775,13.3413887024
-89.1141815186,13.4011096954
-89.1372222900,13.4100627899
-89.1522369385,13.4188880920
-89.1852874756,13.4377765656
-89.2200012207,13.4552755356
-89.2971572876,13.4827070236
-89.3808441162,13.4924983978
-89.4666748047,13.4997215271
-89.6086730957,13.5150594711
-89.6508483887,13.5280551910
-89.6843109131,13.5309715271
-89.7588958740,13.5308322906
-89.8185424805,13.5357971191
-89.8288955688,13.5761098862
-89.8463287354,13.6058320999
-89.8755645752,13.6281929016
-89.9166717529,13.6505546570
-89.9544525146,13.6639785767
-90.0000000000,13.6979818344
-90.0963897705,13.7458324432
-90.1055603027,13.7472209930
-90.1519470215,13.7633323669
-90.2175140381,13.7916660309
-90.2371368408,13.8012790680
-90.3491668701,13.8477764130
-90.4111175537,13.8730554581
-90.4625091553,13.8913879395
-90.4922332764,13.9002761841
-90.5894470215,13.9247207642
-90.6125030518,13.9291648865
-90.6276245117,13.9305553436
-90.6733398438,13.9294433594
-90.7719573975,13.9263877869
-90.8897247314,13.9216651917
-90.9438934326,13.9177761078
-91.0158386230,13.9130554199
-91.0813903809,13.9130554199
-91.1061248779,13.9158334732
-91.1840362549,13.9261102676
-91.2964019775,13.9538879395
-91.3847351074,13.9788875580
-91.4936218262,14.0297222137
-91.5279846191,14.0434875488
-91.5636138916,14.0649986267
-91.5877838135,14.0783329010
-91.6213989258,14.0933322906
-91.6400146484,14.1063880920
-91.6588897705,14.1223907471
-91.6805572510,14.1388874054
-91.6972351074,14.1499996185
-91.7700042725,14.1919441223
-91.8127136230,14.2116661072
-91.9136199951,14.2877769470
-91.9605560303,14.3244438171
-91.9908447266,14.3499984741
-92.0811157227,14.4247207642
-92.1644592285,14.4838905334
-92.2189025879,14.5216655731
-92.2421417236,14.5437202454
-92.2467803955,14.5505466461
-92.2557067871,14.5549726486
-92.2891693115,14.5874996185
-92.3844451904,14.6841659546
-92.5272369385,14.8286094666
-92.5555572510,14.8558330536
-92.5838928223,14.8799991608
-92.6011199951,14.8941650391
-92.6325073242,14.9261093140
-92.6961212158,14.9924983978
-92.7530670166,15.0533332825
-92.8101348877,15.1421937943
-92.7739639282,15.1462488174
-92.7469863892,15.0920124054
-92.7541809082,15.1311092377
-92.7704925537,15.1715965271
-92.8611831665,15.2057275772
-92.8894500732,15.2122211456
-92.9797363281,15.2624988556
-93.0877838135,15.3537492752
-93.1091766357,15.3774986267
-93.1500091553,15.4274997711
-93.2068099976,15.4912481308
-93.2830657959,15.5402765274
-93.4122314453,15.6416664124
-93.4744567871,15.6954154968
-93.5683441162,15.7730541229
-93.6491699219,15.8305549622
-93.6986236572,15.8652763367
-93.7888946533,15.9227771759
-93.8761138916,16.0000000000
-93.9386138916,16.0938873291
-94.0238952637,16.1091651917
-94.0779266357,16.1395816803
-94.0853424072,16.1455841064
-94.1119537354,16.1752777100
-94.2149353027,16.2052059174
-94.2683563232,16.2193298340
-94.3469543457,16.2631912231
-94.3643798828,16.2874984741
-94.4002914429,16.2955532074
-94.4197311401,16.2840270996
-94.4386138916,16.2405548096
-94.4330596924,16.2151374817
-94.4161224365,16.2005538940
-94.3780670166,16.1763877869
-94.3252792358,16.1499977112
-94.2729949951,16.1432952881
-94.3326492310,16.1754837036
-94.2982940674,16.1729965210
-94.2331542969,16.1597480774
-94.1705398560,16.1193714142
-94.1294555664,16.1061096191
-94.0923461914,16.0998153687
-94.0722961426,16.0906925201
-94.0555572510,16.0744438171
-94.0526428223,16.0476379395
-94.0650482178,16.0414962769
-94.0891723633,16.0449981689
-94.2350006104,16.1038856506
-94.3747253418,16.1627769470
-94.3955688477,16.1702766418
-94.4411163330,16.1813888550
-94.4775085449,16.1883316040
-94.6038970947,16.1947212219
-94.6912536621,16.1906909943
-94.7237472534,16.2077751160
-94.6919555664,16.2274990082
-94.6552886963,16.2361106873
-94.6319580078,16.2461090088
-94.6158447266,16.2580528259
-94.5861206055,16.2886085510
